Numéro de l'équipement sportif;Numéro de l'installation sportive;Date de l'enquête;Nom de l'installation sportive;SIRET Installation;Adresse;Code Postal;Commune nom;Commune INSEE;Type de particularité de l'installation;Unité Administrative Immatriculée (UAI);Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;Observation Installation;Date de changement d'état de la fiche d'enquête;Date de création de la fiche d'enquête;Installation hors-service;EPCI INSEE;EPCI Nom;Département Code;Département Nom;Région Code;Région Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Densite Niveau;Densite Catégorie;Département Code Complet;Réctorat Nom;ZRR Simplifié;Nom de l'équipement sportif;Type d'équipement sportif;Coordonnées;Nom du propriétaire;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Gestion en DSP;Arrêté d'ouverture au public;Type d'ERP de l'établissement;Catégorie ERP de l'établissement;Date de l'homologation préfectorale;Période de l'homologation préfectorale;Année de mise en service;Période de mise en service;Date des derniers gros travaux;Période des derniers gros travaux;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Nature de l'équipement sportif;Nature du sol;Longueur de l'aire d'évolution;Largeur de l'aire d'évolution;Hauteur de l'aire d'évolution;Surface de l'aire d'évolution;Eclairage de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires sportifs;Nombre de vestiaires arbitres/enseignants;Présence de douches;Présence de sanitaires;Types de locaux complémentaires;Types d'aménagements de confort;Accessibilité aux personnes à mobilité réduite;Accessibilité aux personnes en situation de handicap sensoriel;Equipement inscrit au PDESI / PDIPR;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;SAE: nombre de couloirs de la structure;Type de pas de tir;Adresse internet de l'équipement;Type d'utilisation;Equipement d'accès libre;Ouverture exclusivement saisonnière;Observation Equipement;Famille d'équipement sportif;Code du type d'équipement sportif;RNB ID;Accessibilité de l'installation en faveur des personnes en situation de handicap;Accessibilité de l'installation en transport en commun;Installation particulière;Locaux complémentaires;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Longitude;Latitude;Type de particularité de l'installation (brute);Activités;QPV;QPV à 200 mètres;Catégorie;gen_2024Fin_Labellisation
E017I624570001;I624570001;2025-03-31;PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN;22620001200012;Rue des Garinelles;62150;Fresnicourt-le-Dolmen;62356;Base de plein air et/ou de loisirs,Piscine;;"[""Handicap moteur"", ""Handicap sensoriel""]";;;2024-09-19;2011-11-20;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62617;Nœux-les-Mines;622;Béthune;6;Rural à habitat dispersé;62;Académie de Lille;NC - Commune non classée;Disc golf;Parcours d'initiation;50.437635, 2.579169;Conseil Départemental du Pas-de-Calais;Département;;Etablissement privé commercial;;false;;;;;;2009;A partir de 2005;2012;A partir de 2005;"[""Inadaptation aux attentes des usagers""]";;Découvert;Gazon synthétique;3000.0;;;;false;;0;0;0;false;false;"[""Local de rangement""]";;Aire de jeu,Cheminements;Aire de jeu,Cheminements,Signalétique;;;;;;;;;;;;;"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Utilisé par sport en milieu rural. x;BAILLIET;Jean-Michel;jeanmichel.bailliet@houdain.fr;06 70 20 74 76;Parcours de golf;1201;;true;false;true;true;false;false;true;true;false;false;false;true;true;false;true;false;false;2.579169;50.437635;"[""Base de plein air et/ou de loisirs"", ""Piscine""]";['Golf']
E017I628260004;I628260004;2025-03-31;CENTRE TENNISTIQUE PIERRE DE COUBERTIN;21620826400012;Avenue de l'Hippodrome;62520;Le Touquet-Paris-Plage;62826;Complexe sportif,Piscine;;"[""Handicap moteur""]";;;2024-03-12;2005-12-27;;200069029;62;Pas-de-Calais;32;Hauts-de-France;CA des Deux Baies en Montreuillois;62318;Étaples;624;Montreuil;4;Ceintures urbaines;62;Académie de Lille;NC - Commune non classée;Terrain de Tennis n°11;Court de tennis;50.519549, 1.597139;Ville de Le Touquet Paris-Plage;Commune;;Etablissement privé commercial;;false;true;"[""PA""]";2;;;1904;Avant 1945;2005;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";;Découvert;Terre battue;34.0;16.5;;651.0;false;;0;2;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local de rangement"", ""Club(s) house""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Centre de Préparation aux Jeux (CPJ);DUHAMEL;Alain;duhamel.alain@ville-letouquet.fr;03 21 05 28 45;Court de tennis;501;;true;false;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;1.597139;50.519549;"[""Complexe sportif"", ""Piscine""]";['Tennis']
E018I628260004;I628260004;2025-03-31;CENTRE TENNISTIQUE PIERRE DE COUBERTIN;21620826400012;Avenue de l'Hippodrome;62520;Le Touquet-Paris-Plage;62826;Complexe sportif,Piscine;;"[""Handicap moteur""]";;;2024-03-12;2005-12-27;;200069029;62;Pas-de-Calais;32;Hauts-de-France;CA des Deux Baies en Montreuillois;62318;Étaples;624;Montreuil;4;Ceintures urbaines;62;Académie de Lille;NC - Commune non classée;Terrain de Tennis n°12;Court de tennis;50.519519, 1.59738;Ville de Le Touquet Paris-Plage;Commune;;Etablissement privé commercial;;false;true;"[""PA""]";2;;;1904;Avant 1945;2005;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";;Découvert;Terre battue;34.0;16.5;;651.0;false;;0;2;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local de rangement"", ""Club(s) house""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Centre de Préparation aux Jeux (CPJ);DUHAMEL;Alain;duhamel.alain@ville-letouquet.fr;03 21 05 28 45;Court de tennis;501;;true;false;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;1.59738;50.519519;"[""Complexe sportif"", ""Piscine""]";['Tennis']
E020I624570001;I624570001;2025-03-31;PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN;22620001200012;Rue des Garinelles;62150;Fresnicourt-le-Dolmen;62356;Base de plein air et/ou de loisirs,Piscine;;"[""Handicap moteur"", ""Handicap sensoriel""]";;;2024-09-19;2011-11-20;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62617;Nœux-les-Mines;622;Béthune;6;Rural à habitat dispersé;62;Académie de Lille;NC - Commune non classée;Court de Tennis 3;Court de tennis;50.4366842928, 2.58503526449;Conseil Départemental du Pas-de-Calais;Département;Département;Etablissement Public;;true;false;;;;;;1995-2004;;;;;Découvert;Béton;23.8;11.0;;260.8;false;;0;0;0;false;false;;;Aire de jeu;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;RAS;BAILLIET;Jean-Michel;jeanmichel.bailliet@houdain.fr;06 70 20 74 76;Court de tennis;501;;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;2.58503526449;50.4366842928;"[""Base de plein air et/ou de loisirs"", ""Piscine""]";['Tennis']
E019I628260004;I628260004;2025-03-31;CENTRE TENNISTIQUE PIERRE DE COUBERTIN;21620826400012;Avenue de l'Hippodrome;62520;Le Touquet-Paris-Plage;62826;Complexe sportif,Piscine;;"[""Handicap moteur""]";;;2024-03-12;2005-12-27;;200069029;62;Pas-de-Calais;32;Hauts-de-France;CA des Deux Baies en Montreuillois;62318;Étaples;624;Montreuil;4;Ceintures urbaines;62;Académie de Lille;NC - Commune non classée;Terrain de Tennis n°13;Court de tennis;50.519488, 1.597624;Ville de Le Touquet Paris-Plage;Commune;Etablissement privé commercial;Commune;;false;true;"[""PA""]";2;;;1904;Avant 1945;2005;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";;Découvert;Terre battue;34.0;16.5;;651.0;false;;0;2;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local de rangement"", ""Club(s) house""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Centre de Préparation aux Jeux (CPJ);DUHAMEL;Alain;duhamel.alain@ville-letouquet.fr;03 21 05 28 45;Court de tennis;501;;true;false;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;1.597624;50.519488;"[""Complexe sportif"", ""Piscine""]";['Tennis']
E020I628260004;I628260004;2025-03-31;CENTRE TENNISTIQUE PIERRE DE COUBERTIN;21620826400012;Avenue de l'Hippodrome;62520;Le Touquet-Paris-Plage;62826;Complexe sportif,Piscine;;"[""Handicap moteur""]";;;2024-03-12;2005-12-27;;200069029;62;Pas-de-Calais;32;Hauts-de-France;CA des Deux Baies en Montreuillois;62318;Étaples;624;Montreuil;4;Ceintures urbaines;62;Académie de Lille;NC - Commune non classée;Terrain de Tennis n°14;Court de tennis;50.51999, 1.597424;Ville de Le Touquet Paris-Plage;Commune;;Etablissement privé commercial;;false;true;"[""PA""]";2;;;1904;Avant 1945;2005;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";;Découvert;Terre battue;34.0;16.5;;651.0;false;;0;2;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local de rangement"", ""Club(s) house""]";;Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Centre de Préparation aux Jeux (CPJ);DUHAMEL;Alain;duhamel.alain@ville-letouquet.fr;03 21 05 28 45;Court de tennis;501;;true;false;true;true;true;false;true;true;true;true;false;false;false;false;false;false;false;1.597424;50.51999;"[""Complexe sportif"", ""Piscine""]";['Tennis']
E010I020710003;I020710003;2025-03-31;"Camping ""La Croix du vieux Pont";;r de la fabrique;02290;Berny-Rivière;02071;Piscine;;"[""Handicap moteur""]";;660 emplacements (Châlets, Cabanes dans les arbres et tentes);2024-02-05;2005-12-22;;200071991;2;Aisne;32;Hauts-de-France;CC Retz-en-Valois;60159;Compiègne;024;Soissons;6;Rural à habitat dispersé;02;Académie d'Amiens;NC - Commune non classée;Tir à l'Arc;Pas de tir à l'arc;49.406191, 3.128348;Commune de Berny-Rivière;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RAS;;;;;Pas de tir;1401;;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;3.128348;49.406191;"[""Piscine""]";"[""Tir à l'arc""]"
E009I606890002;I606890002;2025-03-31;CENTRE DES SPORTS RIMBERLIEU;;1 Allée de la Chebeaude;60150;Villers-sur-Coudun;60689;Complexe sportif,Piscine;;"[""Handicap moteur""]";;Visite de l'enqueteur en 2010, pas d'éléments fournis car la continuité de l'activité du site est remise en question. Fiche à vérifier ulterieurement en cas de reprise ou cessation  d'activité.;2020-12-12;2005-09-29;;246000855;60;Oise;32;Hauts-de-France;CC du Pays des Sources;60636;Thourotte;603;Compiègne;5;Bourgs ruraux;60;Académie d'Amiens;NC - Commune non classée;6 tennis extérieurs 2;Court de tennis;49.48812, 2.81307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Court de tennis;501;;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;2.81307;49.48812;"[""Complexe sportif"", ""Piscine""]";
E009I620480002;I620480002;2025-03-31;COMPLEXE BASLY;;r leon blum;62260;Auchel;62048;Complexe sportif,Piscine;;;;;2024-04-24;2005-08-24;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62048;Auchel;622;Béthune;2;Centres urbains intermédiaires;62;Académie de Lille;NC - Commune non classée;PISCINE MUNICIPALE GRAND BASSIN;Bassin sportif de natation;50.507511, 2.468973;Communauté d'Agglomération Béthune-Bruay Artois Lys Romane;EPCI;;EPCI;;false;true;"[""X""]";2;;;;1995-2004;2017;;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;200;50;0;;true;"[""Bureau(x) Club(s)"", ""Club(s) house"", ""Infirmerie"", ""Local de rangement"", ""Autre""]";"[""Sauna""]";Accueil,Douches;;;25.0;15.0;375.0;1.8;3.2;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";;false;RAS;GEORGES;Emmanuel;emmanuel.georges@bethunebruay.fr;03 21 27 03 56;Bassin de natation;102;9RRMZZNKVGSC;false;false;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;2.468973;50.507511;"[""Complexe sportif"", ""Piscine""]";['Aquagym', 'Baignade loisirs', 'Natation course sportive', 'Plongée subaquatique (Plongée libre)']
E009I624570001;I624570001;2025-03-31;PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN;22620001200012;Rue des Garinelles;62150;Fresnicourt-le-Dolmen;62356;Base de plein air et/ou de loisirs,Piscine;;"[""Handicap moteur"", ""Handicap sensoriel""]";;;2024-09-19;2011-11-20;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62617;Nœux-les-Mines;622;Béthune;6;Rural à habitat dispersé;62;Académie de Lille;NC - Commune non classée;Mur d'Escalade;Structure Artificielle d'Escalade;50.437009, 2.582701;;;;;;true;true;"[""X""]";2;;;2005;A partir de 2005;2015;A partir de 2005;;"[""Fuel""]";Intérieur;Synthétique (hors gazon);45.0;25.0;7.0;1200.0;true;;0;4;2;true;true;;;Aire de jeu,Sanitaires,Vestiaires;Aire de jeu,Sanitaires,Vestiaires;;;;;;;;;;;;;"[""Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;RAS;BAILLIET;Jean-Michel;jeanmichel.bailliet@houdain.fr;06 70 20 74 76;Structure Artificielle d'Escalade;2701;;true;false;true;false;true;false;true;false;false;true;false;true;false;true;false;false;true;2.582701;50.437009;"[""Base de plein air et/ou de loisirs"", ""Piscine""]";['Escalade']
E009I628260004;I628260004;2025-03-31;CENTRE TENNISTIQUE PIERRE DE COUBERTIN;21620826400012;Avenue de l'Hippodrome;62520;Le Touquet-Paris-Plage;62826;Complexe sportif,Piscine;;"[""Handicap moteur""]";;;2024-03-12;2005-12-27;;200069029;62;Pas-de-Calais;32;Hauts-de-France;CA des Deux Baies en Montreuillois;62318;Étaples;624;Montreuil;4;Ceintures urbaines;62;Académie de Lille;NC - Commune non classée;Terrain de Tennis n°3;Court de tennis;50.518722, 1.596887;Ville de Le Touquet Paris-Plage;Commune;;Etablissement privé commercial;;false;true;"[""PA""]";2;;;1904;Avant 1945;2005;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";;Découvert;Terre battue;34.0;16.5;;651.0;false;;0;2;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local de rangement"", ""Club(s) house""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Centre de Préparation aux Jeux (CPJ);DUHAMEL;Alain;duhamel.alain@ville-letouquet.fr;03 21 05 28 45;Court de tennis;501;;true;false;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;1.596887;50.518722;"[""Complexe sportif"", ""Piscine""]";['Tennis']
E010I621930039;I621930039;2025-03-31;Complexe Icéo;20009075100013;1400 Rue Roger Martin du Gard;62100;Calais;62193;Complexe sportif,Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";;2024-04-24;2012-04-10;;200090751;62;Pas-de-Calais;32;Hauts-de-France;CA Grand Calais Terres et Mers;62193;Calais;626;Calais;1;Grands centres urbains;62;Académie de Lille;NC - Commune non classée;Fosse à plongeon;Fosse à plongeon;50.957163, 1.895757;;EPCI;;EPCI;;false;false;;;;;;1985-1994;;;;"[""Gaz""]";Intérieur;Carrelage;;;5.0;;true;;0;31;0;;true;"[""Réception / Accueil"", ""Infirmerie"", ""Local de rangement"", ""Autre""]";;Accueil,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;10.0;5.0;50.0;3.5;3.5;;;;;;;"[""Individuel(s),famille(s)""]";;false;RAS;;;;;Bassin de natation;104;;true;true;true;true;true;true;false;true;true;true;false;false;false;true;false;false;false;1.895757;50.957163;"[""Complexe sportif"", ""Piscine"", ""Patinoire""]";['Plongeon']
E010I624570001;I624570001;2025-03-31;PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN;22620001200012;Rue des Garinelles;62150;Fresnicourt-le-Dolmen;62356;Base de plein air et/ou de loisirs,Piscine;;"[""Handicap moteur"", ""Handicap sensoriel""]";;;2024-09-19;2011-11-20;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62617;Nœux-les-Mines;622;Béthune;6;Rural à habitat dispersé;62;Académie de Lille;NC - Commune non classée;Parcours VTT;Boucle de randonnée;50.437009, 2.582701;;;;;;;;;;;;;1945-1964;;;;;Site naturel;;200000.0;;;;;;;;;false;false;"[""Autre""]";;Aire de jeu;Aire de jeu;;;;;;;;;;;;;;true;false;Centre de Préparation aux Jeux (CPJ);BAILLIET;Jean-Michel;jeanmichel.bailliet@houdain.fr;06 70 20 74 76;Divers équipements Sports de nature;3012;;true;false;true;true;false;false;true;false;false;false;false;true;false;false;false;false;false;2.582701;50.437009;"[""Base de plein air et/ou de loisirs"", ""Piscine""]";['Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial']
E010I628260004;I628260004;2025-03-31;CENTRE TENNISTIQUE PIERRE DE COUBERTIN;21620826400012;Avenue de l'Hippodrome;62520;Le Touquet-Paris-Plage;62826;Complexe sportif,Piscine;;"[""Handicap moteur""]";;;2024-03-12;2005-12-27;;200069029;62;Pas-de-Calais;32;Hauts-de-France;CA des Deux Baies en Montreuillois;62318;Étaples;624;Montreuil;4;Ceintures urbaines;62;Académie de Lille;NC - Commune non classée;Terrain de Tennis n°4;Court de tennis;50.518751, 1.596644;Ville de Le Touquet Paris-Plage;Commune;;Etablissement privé commercial;;false;true;"[""PA""]";2;;;1904;Avant 1945;2005;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";;Découvert;Terre battue;34.0;16.5;;651.0;false;;0;2;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Centre de Préparation aux Jeux (CPJ);DUHAMEL;Alain;duhamel.alain@ville-letouquet.fr;03 21 05 28 45;Court de tennis;501;;true;false;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;1.596644;50.518751;"[""Complexe sportif"", ""Piscine""]";['Tennis']
E006I024080034;I024080034;2025-03-31;Le dôme - Centre aquatique & patinoire;24020041000035;74 Avenue Charles de Gaulle;02000;Laon;02408;Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";;2024-04-23;2005-08-09;;200043495;2;Aisne;32;Hauts-de-France;CA du Pays de Laon;02408;Laon;022;Laon;2;Centres urbains intermédiaires;02;Académie d'Amiens;NC - Commune non classée;Bassin reception de toboggan;Bassin de réception de toboggan;49.566651, 3.65153;;EPCI;;Etablissement privé commercial;;true;true;"[""X""]";1;;;2003;;;;;;Intérieur;Carrelage;;;;;true;;0;5;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Autre""]";"[""Solarium"", ""Sauna"", ""Bain(s) de vapeur / hammam""]";Accueil,Cheminements,Douches,Sanitaires,Vestiaires;;;7.0;5.0;35.0;1.5;1.5;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;;;;;;Bassin de natation;106;;true;true;true;true;true;true;false;true;true;true;false;false;false;false;false;false;false;3.65153;49.566651;"[""Piscine"", ""Patinoire""]";['Baignade loisirs']
E005I800010025;I800010025;2025-03-31;Piscine : AQU'ABB;20007099300015;all du 8 mai 1945;80100;Abbeville;80001;Piscine;;"[""Handicap moteur""]";;Possibilité d'hébergement sur place pour les stages sportifs.L'installation dispose d'un toboggan de 50 mètres linéaires avec un bassin spécifique de réception ralentie (3mX1 m);2024-02-22;2005-07-18;;200070993;80;Somme;32;Hauts-de-France;CA de la Baie de Somme;80001;Abbeville;801;Abbeville;2;Centres urbains intermédiaires;80;Académie d'Amiens;NC - Commune non classée;Salle de fitness;Salle de cours collectifs;50.11069, 1.83996;;EPCI;;EPCI;;true;true;"[""X""]";2;;;2013;A partir de 2005;;;;"[""Autre""]";Intérieur;Synthétique (hors gazon);15.0;10.0;;150.0;true;;0;2;0;true;true;"[""Réception / Accueil"", ""Club(s) house"", ""Salle(s) de réunion/cours"", ""Autre"", ""Infirmerie"", ""Bureau(x) Club(s)""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;;;;;;;;;;;;"[""Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers""]";false;false;Chauffage:PAC Géothermie et réseau chaleur de la ville;;;;;Equipement d'activités de forme et de santé;801;CP8V8GMPVN8B;true;false;true;true;true;true;true;true;true;true;false;false;false;true;false;false;false;1.83996;50.11069;"[""Piscine""]";['Activités de forme et de santé', 'Autres Danses', 'Gymnastique volontaire']
E004I800210162;I800210162;2025-03-31;Centre Aquatique Amiens Metropole;24800053100173;50 Rue Alexandre Dumas;80090;Amiens;80021;Piscine;;"[""Handicap moteur""]";"[""Bus""]";Snacking extérieur, parking vélo, ascenseur. Chauffage fournit par Amiens Energie, sources variées (gaz, bois);2024-09-26;2019-08-03;;248000531;80;Somme;32;Hauts-de-France;CA Amiens Métropole;80021;Amiens;802;Amiens;1;Grands centres urbains;80;Académie d'Amiens;NC - Commune non classée;Bassin Jeremy Stravius;Bassin sportif de natation;49.87343, 2.290417;amiens metropole;EPCI;;EPCI;;true;;;;;;2019;A partir de 2005;;;;"[""Autre""]";Découvert;Carrelage;;;;;true;;;3;1;;true;"[""Réception / Accueil"", ""Club(s) house"", ""Infirmerie"", ""Salle(s) de réunion/cours""]";"[""Bain(s) de vapeur / hammam"", ""Sauna""]";Accueil,Cheminements,Douches,Sanitaires,Vestiaires;;;50.0;25.0;1250.0;0.0;2.0;;;;;;https://aquapole-amiens.fr;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;liaison nordique pour accéder au bassin. fond mobile sur 1/4 du fond. Centre de Préparation aux Jeux (CPJ).;;;;;Bassin de natation;102;;true;true;true;true;true;true;false;true;true;true;false;false;false;false;false;false;false;2.290417;49.87343;"[""Piscine""]";['Baignade loisirs', 'Natation course sportive']
E004I802530014;I802530014;2025-03-31;Piscine municipale Centre Nautique Marc Revaux;;r menchon;80600;Doullens;80253;Piscine;;"[""Handicap moteur""]";"[""Bus""]";Présence d'1 défibrillateur;2024-02-05;2005-11-30;;200070951;80;Somme;32;Hauts-de-France;CC du Territoire Nord Picardie;80253;Doullens;802;Amiens;3;Petites villes;80;Académie d'Amiens;NC - Commune non classée;Terrains de beach volley 2;Terrain de beach-volley;50.15692, 2.34517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Terrain extérieur de petits jeux collectifs;2902;;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;2.34517;50.15692;"[""Piscine""]";
E005I023610002;I023610002;2025-03-31;Centre aquatique AQUOISIA;48853075900189;ZAC de la Briqueterie;02120;Guise;02361;Piscine;;"[""Handicap moteur""]";"[""Bus""]";;2023-11-28;2012-09-06;;200071983;2;Aisne;32;Hauts-de-France;CC Thiérache Sambre et Oise;02361;Guise;025;Vervins;5;Bourgs ruraux;02;Académie d'Amiens;C - Classée en ZRR;Salle de cours de fitness;Salle de cours collectifs;49.906341, 3.646796;Communauté de Communes de la Région de Guise;EPCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Equipement d'activités de forme et de santé;801;;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;3.646796;49.906341;"[""Piscine""]";['Activités de forme et de santé']
E005I027200001;I027200001;2025-03-31;Espace sportif - Centre aquatique Rêvéo;24020057600124;Rue du vieux moulins;02150;Sissonne;02720;Complexe sportif,Piscine;;"[""Handicap moteur""]";;Caneton;2024-04-23;2005-05-09;;240200576;2;Aisne;32;Hauts-de-France;CC de la Champagne Picarde;02408;Laon;022;Laon;5;Bourgs ruraux;02;Académie d'Amiens;C - Classée en ZRR;Piscine, bassin 1;Bassin sportif de natation;49.5666, 3.8984;;Commune;;Commune;;;;"[""X""]";4;;;1975;1975-1984;2004;1995-2004;;"[""Fuel""]";Intérieur;Carrelage;;;;;true;;0;2;1;;true;"[""Autre""]";"[""Sauna""]";Aire de jeu,Vestiaires;;;25.0;10.0;250.0;0.9;2.1;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;Une plage extérieure en gazon est aménagée. x;;;;;Bassin de natation;102;3YFJW8RK28YF;true;false;true;true;true;false;true;false;false;false;false;false;false;false;false;false;false;3.8984;49.5666;"[""Complexe sportif"", ""Piscine""]";['Baignade loisirs', 'Natation course sportive']
